Title,Code,Genre,Nation,Director,Actor,Movie Code
명탐정 코난: 비색의 탄환,203097,['애니메이션'],['일본'],['나가오카 치카'],['12세 관람가'],
극장판 나루토 질풍전: 로드 투 닌자,96968,"['애니메이션', '액션']",['일본'],['하야토 다테'],"['타케우치 준코', '나카무라 치에', '모리카와 토시유키']",
벤자민 버튼의 시간은 거꾸로 간다,66091,"['판타지', '멜로/로맨스', '드라마']",['미국'],['데이빗 핀처'],"['브래드 피트', '케이트 블란쳇']",
기쿠지로의 여름,27350,['코미디'],['일본'],['기타노 다케시'],"['기타노 다케시', '세키구치 유스케']",
그것만이 내 세상,158180,"['코미디', '드라마']",['한국'],['최성현'],"['이병헌', '윤여정', '박정민']",
미쓰 와이프,129406,['코미디'],['한국'],['강효진'],"['엄정화', '송승헌']",
대니쉬 걸,51787,['드라마'],"['미국', '영국']",['톰 후퍼'],"['에디 레드메인', '알리시아 비칸데르', '앰버 허드']",
비투스,62390,['드라마'],['스위스'],['프레디 M. 무러'],"['브루노 강쯔', '테오 게오르규']",
초콜렛 도넛,93236,['드라마'],['미국'],['트래비스 파인'],"['알란 커밍', '아이작 레이바', '가렛 딜라헌트']",
신세계,91031,"['범죄', '드라마']",['한국'],['박훈정'],"['이정재', '최민식', '황정민']",
행복을 찾아서,64354,['드라마'],['미국'],['가브리엘 무치노'],"['윌 스미스', '제이든 스미스']",
퍼펙트 게임,76048,['드라마'],['한국'],['박희곤'],"['조승우', '양동근', '최정원']",
인어 공주,37739,"['드라마', '판타지']",['한국'],['박흥식'],"['전도연', '박해일', '고두심']",
러브 액츄얼리,36843,"['멜로/로맨스', '드라마', '코미디']","['영국', '미국']",['리차드 커티스'],"['휴 그랜트', '리암 니슨', '콜린 퍼스']",
원초적 본능,10742,"['미스터리', '스릴러']",['미국'],['폴 버호벤'],"['마이클 더글라스', '샤론 스톤', '조지 던자']",
천녀유혼 2 - 인간도,10686,"['판타지', '공포', '멜로/로맨스']",['홍콩'],['정소동'],"['장국영', '왕조현', '우마']",
게임의 법칙,17143,"['액션', '느와르']",['한국'],['장현수'],"['박중훈', '이경영', '오연수']",
담보,183866,['드라마'],['한국'],['강대규'],"['성동일', '하지원', '김희원']",
주먹이 운다,39399,"['드라마', '액션']",['한국'],['류승완'],"['최민식', '류승범']",
스포트라이트,129072,"['드라마', '스릴러']",['미국'],['토마스 맥카시'],"['마크 러팔로', '레이첼 맥아담스', '마이클 키튼']",
매디슨 카운티의 다리,17255,"['드라마', '멜로/로맨스']",['미국'],['클린트 이스트우드'],"['메릴 스트립', '클린트 이스트우드']",
덤보,163787,"['가족', '판타지']",['미국'],['팀 버튼'],"['콜린 파렐', '마이클 키튼', '대니 드비토']",
뜨거운 안녕,97652,['드라마'],['한국'],['남택수'],"['이홍기', '마동석', '임원희']",
스카페이스,10330,"['범죄', '드라마', '액션']",['미국'],['브라이언 드 팔마'],['알 파치노'],
여행자,51049,['드라마'],['한국'],['우니 르콩트'],"['김새론', '박도연', '고아성']",
서치,172425,['드라마'],['미국'],['아니쉬 차간티'],"['존 조', '데브라 메싱']",
중경삼림,17059,['드라마'],['홍콩'],['왕가위'],"['임청하', '양조위', '왕페이']",
호밀밭의 반항아,142683,['드라마'],['미국'],['대니 스트롱'],"['니콜라스 홀트', '조이 도이치', '사라 폴슨']",
굿바이 레닌,37409,"['코미디', '드라마']",['독일'],['볼프강 벡커'],"['다니엘 브륄', '카트린 사스']",
소년은 울지 않는다,27109,['드라마'],['미국'],['킴벌리 피어스'],"['힐러리 스웽크', '클로에 세비니', '피터 사스가드']",
루이스,178214,"['애니메이션', '모험', '코미디']",['독일'],"['울프강 라우엔슈타인', '크리스토프 라우엔슈타인']","['캘럼 말로니', '더모트 마제니스', '폴 타이랙']",
하이큐!! 끝과 시작,140803,['애니메이션'],['일본'],['미츠나카 스스무'],"['무라세 아유무', '이시카와 카이토', '히노 사토시']",
48미터,93094,['드라마'],['한국'],['민백두'],"['박효주', '이진희', '하석']",
아이언맨,44885,"['SF', '액션', '드라마', '판타지']",['미국'],['존 파브로'],"['로버트 다우니 주니어', '테렌스 하워드', '제프 브리지스']",
노무현입니다,162173,['다큐멘터리'],['한국'],['이창재'],['노무현'],
레이더스,10033,"['모험', '액션']",['미국'],['스티븐 스필버그'],"['해리슨 포드', '카렌 알렌', '폴 프리먼']",
부러진 화살,87571,['드라마'],['한국'],['정지영'],"['안성기', '박원상', '나영희']",
원피스 필름 골드,146214,"['애니메이션', '모험', '판타지', '액션']",['일본'],['미야모토 히로아키'],"['타나카 마유미', '나카이 카즈야', '오카무라 아케미']",
캡틴 아메리카: 윈터 솔져,96327,"['액션', '모험', 'SF']",['미국'],"['조 루소', '안소니 루소']","['크리스 에반스', '스칼릿 조핸슨', '사무엘 L. 잭슨']",
"나는 내일, 어제의 너와 만난다",157178,"['멜로/로맨스', '판타지']",['일본'],['미키 타카히로'],"['후쿠시 소우타', '고마츠 나나']",
마담 프루스트의 비밀정원,113170,"['코미디', '드라마']",['프랑스'],['실뱅 쇼메'],"['귀욤 고익스', '앤 르 니', '베르나데트 라퐁']",
투 브라더스,38907,"['가족', '드라마', '모험']","['프랑스', '영국']",['장 자크 아노'],"['가이 피어스', '장 클로드 드레이퍼스', '프레디 하이모어']",
꼬마 니콜라,72393,"['코미디', '가족', '드라마']",['프랑스'],['로랑 티라르'],"['막심 고다르', '발리에리 르메르시', '카드 므라드']",
캐리비안의 해적 - 망자의 함,43678,"['판타지', '모험', '액션', '코미디']",['미국'],['고어 버빈스키'],"['조니 뎁', '올랜도 블룸', '키이라 나이틀리']",
볼케이노,18318,"['액션', '스릴러', '드라마']",['미국'],['믹 잭슨'],['토미 리 존스'],
드래곤 길들이기 2,76020,"['애니메이션', '액션', '모험', '코미디', '가족', '판타지']",['미국'],['딘 데블로이스'],"['제이 바루첼', '제라드 버틀러', '아메리카 페레라']",
디어 헌터,10128,"['전쟁', '드라마']",['미국'],['마이클 치미노'],['로버트 드 니로'],
극장판 슈타인즈 게이트: 부하영역의 데자뷰,107748,['애니메이션'],['일본'],['와카바야시 칸지'],"['미야노 마모루', '하나자와 카나', '세키 토모카즈']",
무서운 집,126389,['공포'],['한국'],['양병간'],['구윤희'],
사랑 후에 남겨진 것들,50785,['드라마'],"['독일', '프랑스']",['도리스 도리'],"['엘마 웨퍼', '한넬로르 엘스너', '이리즈키 아야']",
"다만, 널 사랑하고 있어",64080,"['멜로/로맨스', '드라마']",['일본'],['신조 타케히코'],"['미야자키 아오이', '타마키 히로시']",
비밥바룰라,151254,['코미디'],['한국'],['이성재'],"['박인환', '신구', '임현식']",
내니 맥피 2 - 유모와 마법소동,73018,"['코미디', '가족', '판타지']","['영국', '프랑스', '미국']",['수잔나 화이트'],['엠마 톰슨'],
다이 하드 4.0,40133,"['액션', '모험', '스릴러']",['미국'],['렌 와이즈먼'],['브루스 윌리스'],
100일 동안 100가지로 100퍼센트 행복찾기,183377,['코미디'],['독일'],['플로리안 데이비드 핏츠'],"['플로리안 데이비드 핏츠', '마치아스 슈와바이어퍼']",
페어리테일: 봉황의 무녀,94194,"['애니메이션', '판타지']",['일본'],['후지모리 마사야'],"['히라노 아야', '카키하라 테츠야']",
배심원들,177483,['드라마'],['한국'],['홍승완'],"['문소리', '박형식']",
록키 발보아,62556,"['액션', '드라마']",['미국'],['실베스터 스탤론'],['실베스터 스탤론'],
람보,10055,['액션'],['미국'],['테드 코체프'],['실베스터 스탤론'],
해리 포터와 비밀의 방,33930,"['판타지', '가족', '모험', '액션']","['영국', '미국']",['크리스 콜럼버스'],"['다니엘 래드클리프', '루퍼트 그린트', '엠마 왓슨']",
극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,146944,"['액션', '모험']",['일본'],['나카자와 쇼지로'],"['니시카와 슌스케', '마츠모토 가쿠', '나카무라 카이토']",
웰컴 투 동막골,39405,"['드라마', '전쟁']",['한국'],['배종'],"['정재영', '신하균', '강혜정']",
거인,117061,['드라마'],['한국'],['김태용'],"['최우식', '김수현', '강신철']",
장수상회,120125,"['드라마', '멜로/로맨스']",['한국'],['강제규'],"['박근형', '윤여정', '조진웅']",
이별의 아침에 약속의 꽃을 장식하자,172113,"['애니메이션', '드라마']",['일본'],['오카다 마리'],"['이와미 마나카', '이리노 미유', '카야노 아이']",
엘리트 스쿼드 2,82323,"['액션', '스릴러']",['브라질'],['호세 파딜라'],"['와그너 모라', '앤드레 래미로', '이란디르 산토스']",
그날 본 꽃의 이름을 우리는 아직 모른다,113315,"['애니메이션', '드라마', '판타지', '멜로/로맨스']",['일본'],['나가이 타츠유키'],"['이리노 미유', '카야노 아이', '토마츠 하루카']",
태양 아래,146488,['다큐멘터리'],"['체코', '러시아 연방', '독일', '라트비아', '북한']",['비탈리 만스키'],['전체 관람가'],
미이라 2,31271,"['모험', '액션', '스릴러', '공포', '판타지']",['미국'],['스티븐 소머즈'],"['브렌든 프레이저', '레이첼 와이즈', '존 한나']",
1917,187321,"['드라마', '전쟁']",['미국'],['샘 멘데스'],"['조지 맥케이', '딘-찰스 채프먼']",
바르다가 사랑한 얼굴들,162854,['다큐멘터리'],['프랑스'],"['아녜스 바르다', '제이알']","['아녜스 바르다', '제이알']",
얼라이드,149777,"['서스펜스', '드라마', '멜로/로맨스']",['미국'],['로버트 저메키스'],"['브래드 피트', '마리옹 꼬띠아르', '리지 캐플란']",
하녀,23525,['스릴러'],['한국'],['김기영'],"['김진규', '이은심', '주증녀']",
추억의 마니,127858,"['애니메이션', '드라마']",['일본'],['요네바야시 히로마사'],"['타카츠키 사라', '아리무라 카스미']",
쉬즈 더 맨,45719,"['코미디', '멜로/로맨스']",['미국'],['앤디 픽맨'],"['아만다 바인즈', '채닝 테이텀']",
슈렉,31579,"['코미디', '가족', '모험', '판타지', '애니메이션']",['미국'],"['앤드류 아담슨', '비키 젠슨']","['마이크 마이어스', '에디 머피', '카메론 디아즈']",
소림축구,33082,"['코미디', '액션']","['홍콩', '중국']",['주성치'],"['주성치', '자오웨이', '오맹달']",
노다메 칸타빌레 최종악장,73075,['드라마'],['일본'],"['카와무라 야스히로', '타케우치 히데키']","['타마키 히로시', '우에노 주리']",
앙: 단팥 인생 이야기,139523,['드라마'],"['일본', '프랑스', '독일']",['가와세 나오미'],"['키키 키린', '나가세 마사토시', '우치다 카라']",
더 데이,92038,['다큐멘터리'],['한국'],['백창주'],"['박유천', '김재중', '준수']",
심연,11092,"['액션', '모험', 'SF', '스릴러', '드라마']",['미국'],['제임스 카메론'],"['에드 해리스', '메리 엘리자베스 매스트란토니오', '마이클 빈']",
해리가 샐리를 만났을 때,10250,"['코미디', '멜로/로맨스']",['미국'],['로브 라이너'],"['빌리 크리스탈', '멕 라이언']",
좋은 친구들,10640,"['드라마', '범죄', '스릴러']",['미국'],['마틴 스콜세지'],"['로버트 드 니로', '레이 리오타', '조 페시']",
서편제,16906,['드라마'],['한국'],['임권택'],"['김명곤', '오정해', '김규철']",
1급기밀,149504,['드라마'],['한국'],['홍기선'],"['김상경', '김옥빈', '최무성']",
콜 오브 와일드,192147,"['모험', '드라마', '가족']",['미국'],['크리스 샌더스'],['해리슨 포드'],
헬로우 고스트,75401,['코미디'],['한국'],['김영탁'],"['차태현', '강예원', '이문수']",
앨빈과 슈퍼밴드 2,70637,"['애니메이션', '코미디', '가족', '판타지']",['미국'],['베티 토마스'],"['제이슨 리', '저스틴 롱', '매튜 그레이 구블러']",
페르디난드,160491,"['애니메이션', '모험', '코미디']",['미국'],['카를로스 살다나'],['존 시나'],
스파이더맨,31307,"['액션', 'SF', '모험', '스릴러']",['미국'],['샘 레이미'],"['토비 맥과이어', '윌렘 대포', '커스틴 던스트']",
극장판 유희왕 더 다크 사이드 오브 디멘션즈,150117,['애니메이션'],['일본'],['쿠와바라 사토시'],"['엄상현', '장성호']",
와일드 카드,35991,"['액션', '스릴러', '범죄']",['한국'],['김유진'],"['정진영', '양동근', '한채영']",
마당을 나온 암탉,41585,"['애니메이션', '가족', '모험', '드라마']",['한국'],['오성윤'],"['문소리', '유승호', '최민식']",
아무도 모른다,38546,['드라마'],['일본'],['고레에다 히로카즈'],"['야기라 유야', '키타우라 아유', '키무라 히에이']",
엑스맨: 데이즈 오브 퓨처 패스트,99714,"['SF', '모험', '액션', '판타지']",['미국'],['브라이언 싱어'],"['휴 잭맨', '제임스 맥어보이', '마이클 패스벤더']",
쉬리,19500,"['액션', '멜로/로맨스', '드라마']",['한국'],['강제규'],"['한석규', '최민식', '송강호']",
그녀를 믿지 마세요,37838,"['코미디', '멜로/로맨스']",['한국'],['배형준'],"['김하늘', '강동원']",
라스트 모히칸,11720,"['전쟁', '멜로/로맨스']",['미국'],['마이클 만'],"['다니엘 데이 루이스', '매들린 스토우']",
초콜릿,31456,"['드라마', '멜로/로맨스']","['영국', '미국']",['라세 할스트롬'],"['줄리엣 비노쉬', '주디 덴치', '알프리드 몰리나']",
...ing,36957,"['멜로/로맨스', '드라마']",['한국'],['이언희'],"['임수정', '김래원', '이미숙']",
파이트 클럽,27260,"['액션', '드라마']","['미국', '독일']",['데이빗 핀처'],"['브래드 피트', '에드워드 노튼', '헬레나 본햄 카터']",
명탐정 코난: 은빛 날개의 마술사,38615,['애니메이션'],['일본'],['야마모토 야스이치로'],"['야마구치 캇페이', '타카야마 미나미', '야마자키 와카나']",
