Title,Code,Genre,Nation,Director,Actor,Movie Code
블레이드 2,31705,"['공포', '액션']",['미국'],['길예르모 델 토로'],['웨슬리 스나입스'],
아모레스 페로스,32126,"['드라마', '스릴러']",['멕시코'],['알레한드로 곤잘레스 이냐리투'],"['에밀리오 에체바리아', '가엘 가르시아 베르날', '고야 톨레도']",
신데렐라 스토리,39150,"['코미디', '멜로/로맨스']","['미국', '캐나다']",['마크 로즈만'],"['힐러리 더프', '제니퍼 쿨리지']",
히노키오,42867,"['드라마', 'SF']",['일본'],['아키야마 타카히코'],"['나카무라 마사토시', '혼고 카나타', '타베 미카코']",
스트레인저 댄 픽션,52794,"['판타지', '코미디', '드라마', '멜로/로맨스']",['미국'],['마크 포스터'],"['윌 페렐', '매기 질렌할', '더스틴 호프만']",
접속,18489,"['멜로/로맨스', '드라마']",['한국'],['장윤현'],"['한석규', '전도연']",
엘 시크레토: 비밀의 눈동자,71546,"['드라마', '미스터리', '멜로/로맨스', '스릴러']","['아르헨티나', '스페인']",['후안 호세 캄파넬라'],"['솔레다드 빌라밀', '리카도 다린', '칼라 쿠에브도']",
닥터 스트레인지,125459,"['액션', '모험', '판타지']",['미국'],['스콧 데릭슨'],"['베네딕트 컴버배치', '레이첼 맥아담스', '틸다 스윈튼']",
큐브,24602,"['판타지', 'SF', '공포']",['캐나다'],['빈센조 나탈리'],"['니콜 드 보아', '닉키 과다그니']",
데이라잇,17787,"['드라마', '액션', '모험', '스릴러']",['미국'],['롭 코헨'],['실베스터 스탤론'],
쿵푸 팬더 2,73411,"['애니메이션', '액션', '모험', '코미디', '가족']",['미국'],['여인영'],"['잭 블랙', '더스틴 호프만', '성룡']",
아더 크리스마스,81106,"['애니메이션', '가족']","['영국', '미국']",['사라 스미스'],"['빌 나이', '제임스 맥어보이', '휴 로리']",
"당신, 거기 있어줄래요",145292,"['판타지', '드라마']",['한국'],['홍지영'],"['김윤석', '변요한', '채서진']",
귀여운 여인,10132,"['멜로/로맨스', '코미디']",['미국'],['게리 마샬'],"['리차드 기어', '줄리아 로버츠']",
유브 갓 메일,23849,['코미디'],['미국'],['노라 에프론'],"['톰 행크스', '멕 라이언']",
몬스터 대학교,75415,"['애니메이션', '모험', '코미디']",['미국'],['댄 스캔론'],"['빌리 크리스탈', '존 굿맨', '스티브 부세미']",
미운 오리 새끼,88226,['드라마'],['한국'],"['곽경택', '유재영', '김성식']","['김준구', '오달수']",
"부르고뉴, 와인에서 찾은 인생",164684,['드라마'],['프랑스'],['세드릭 클라피쉬'],"['피오 마르마이', '아나 지라르도', '프랑수아 시빌']",
악마는 프라다를 입는다,60484,"['코미디', '드라마']",['미국'],['데이빗 프랭클'],"['메릴 스트립', '앤 해서웨이', '스탠리 투치']",
현기증,11089,"['드라마', '미스터리', '스릴러', '멜로/로맨스']",['미국'],['알프레드 히치콕'],"['제임스 스튜어트', '킴 노박']",
"버스, 정류장",31814,"['드라마', '멜로/로맨스']",['한국'],['이미연'],"['김태우', '김민정']",
쉐프,92312,"['코미디', '드라마']","['프랑스', '스페인']",['다니엘 코헨'],"['장 르노', '미카엘 윤', '라파엘 아고귀에']",
아메리칸 스나이퍼,109984,['액션'],['미국'],['클린트 이스트우드'],"['브래들리 쿠퍼', '시에나 밀러', '제이크 맥더맨']",
우리들의 행복한 시간,54411,['드라마'],['한국'],['송해성'],"['강동원', '이나영']",
13 구역,39804,"['SF', '액션']",['프랑스'],['피에르 모렐'],"['시릴 라파엘리', '데이빗 벨', '비비 나세리']",
남자가 사랑할 때,106540,['드라마'],['한국'],['한동욱'],"['황정민', '한혜진']",
크리드 2,163798,"['액션', '드라마']",['미국'],['스티븐 카플 주니어'],"['마이클 B. 조던', '실베스터 스탤론']",
부당거래,52747,"['범죄', '드라마']",['한국'],['류승완'],"['황정민', '류승범', '유해진']",
스타 트렉: 더 비기닝,62789,"['SF', '모험', '액션']",['미국'],['J.J. 에이브럼스'],"['크리스 파인', '재커리 퀸토']",
잠베지아: 신비한 나무섬의 비밀,91703,"['애니메이션', '모험', '코미디', '가족']",['미국'],['웨인 쏜리'],"['레너드 니모이', '제레미 슈어레즈', '아비게일 브레스린']",
트롤,101904,"['애니메이션', '모험', '가족', '판타지', '뮤지컬']",['미국'],"['마이크 미첼', '월트 도른']","['안나 켄드릭', '저스틴 팀버레이크', '주이 디샤넬']",
허브,48742,['드라마'],['한국'],['허인무'],"['강혜정', '배종옥', '정경호']",
워리어,74003,"['액션', '드라마']",['미국'],['게빈 오코너'],"['톰 하디', '조엘 에저튼', '제니퍼 모리슨']",
잉글리쉬 페이션트,18003,"['드라마', '멜로/로맨스', '전쟁']","['미국', '영국']",['안소니 밍겔라'],"['랄프 파인즈', '줄리엣 비노쉬', '윌렘 대포']",
알리타: 배틀 엔젤,66728,"['액션', '모험', '멜로/로맨스', 'SF', '스릴러']","['미국', '캐나다', '아르헨티나']",['로버트 로드리게즈'],"['로사 살라자르', '크리스토프 왈츠', '키언 존슨']",
겨울왕국 2,136873,"['애니메이션', '모험', '코미디', '가족', '판타지', '뮤지컬']",['미국'],"['크리스 벅', '제니퍼 리']","['크리스틴 벨', '이디나 멘젤']",
몬태나,158628,['드라마'],['미국'],['스콧 쿠퍼'],"['크리스찬 베일', '로자먼드 파이크', '웨스 스투디']",
더 레슬러,50583,"['액션', '드라마']",['미국'],['대런 아로노프스키'],"['미키 루크', '마리사 토메이', '에반 레이첼 우드']",
고,33513,"['드라마', '액션', '코미디']","['한국', '일본']",['유키사다 이사오'],"['쿠보즈카 요스케', '시바사키 코우', '오타케 시노부']",
우리집,185450,"['드라마', '가족']",['한국'],['윤가은'],"['김나연', '김시아', '주예림']",
명탐정 코난: 이차원의 저격수,123420,"['애니메이션', '서스펜스', '모험']",['일본'],['시즈노 코분'],"['타카야마 미나미', '히다카 노리코']",
진짜로 일어날지도 몰라 기적,87663,['드라마'],['일본'],['고레에다 히로카즈'],"['마에다 코우키', '마에다 오시로', '오다기리 죠']",
마다가스카의 펭귄,114276,"['애니메이션', '모험', '코미디', '가족']",['미국'],"['에릭 다넬', '사이몬 J. 스미스']","['베네딕트 컴버배치', '존 말코비치', '톰 맥그라스']",
치킨 런,29558,"['애니메이션', '가족', '코미디']",['영국'],"['피터 로드', '닉 파크']","['멜 깁슨', '줄리아 사왈하', '미란다 리처드슨']",
데드풀 2,149236,"['액션', '모험', '코미디', 'SF']",['미국'],['데이빗 레이치'],"['라이언 레이놀즈', '조슈 브롤린', '재지 비츠']",
천국의 아이들,88474,['드라마'],['한국'],['박흥식'],"['유다인', '박지빈', '김보라']",
의천도룡기,16211,"['액션', '모험']",['홍콩'],['왕정'],['이연걸'],
보이 A,44981,"['범죄', '드라마', '멜로/로맨스']",['영국'],['존 크로울리'],"['피터 뮬란', '앤드류 가필드']",
버팔로 66,25641,"['드라마', '코미디', '멜로/로맨스']",['미국'],['빈센트 갈로'],"['빈센트 갈로', '크리스티나 리치', '벤 가자라']",
레이드 2,113635,"['액션', '범죄', '스릴러']","['인도네시아', '미국']",['가렛 에반스'],"['이코 우웨이스', '야얀 루히안', '줄리 에스텔']",
데자뷰,62249,"['액션', '모험', 'SF', '멜로/로맨스', '스릴러']",['미국'],['토니 스콧'],['덴젤 워싱턴'],
로맨틱 홀리데이,64126,"['멜로/로맨스', '코미디']",['미국'],['낸시 마이어스'],"['카메론 디아즈', '케이트 윈슬렛', '주드 로']",
슈퍼배드 3,132626,"['애니메이션', '모험', '코미디']",['미국'],"['카일 발다', '피에르 꼬팽']","['스티브 카렐', '크리스틴 위그', '트레이 파커']",
그을린 사랑,78240,['드라마'],['캐나다'],['드니 빌뇌브'],"['루브나 아자발', '멜리사 디소르미스-폴린', '맥심 고데테']",
마미,124225,['드라마'],"['프랑스', '캐나다']",['자비에 돌란'],"['앤 도벌', '안토니 올리버 피론', '쉬잔느 클레먼트']",
내가 죽기 전에 가장 듣고 싶은 말,142634,['코미디'],['미국'],['마크 펠링톤'],"['셜리 맥클레인', '아만다 사이프리드', '앤쥴 리 딕슨']",
맨 인 블랙,18153,"['SF', '액션', '코미디']",['미국'],['베리 소넨필드'],"['토미 리 존스', '윌 스미스']",
더 라스트: 나루토 더 무비,135342,['애니메이션'],['일본'],['코바야시 츠네오'],"['타케우치 준코', '나카무라 치에', '모리쿠보 쇼타로']",
워터보이즈,33682,['코미디'],['일본'],['야구치 시노부'],"['다케나카 나오토', '츠마부키 사토시', '타마키 히로시']",
레지던트 이블,34514,"['SF', '스릴러', '모험', '액션', '공포']","['독일', '미국', '영국']",['폴 앤더슨'],"['밀라 요보비치', '미셸 로드리게즈', '에릭 마비우스']",
붉은 돼지,19302,"['애니메이션', '모험', '판타지', '액션', '전쟁', '가족']","['일본', '프랑스']",['미야자키 하야오'],['모리야마 슈이치로'],
짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,137281,"['애니메이션', '코미디', '모험']",['일본'],['하시모토 마사카즈'],"['야지마 아키코', '후지와라 케이지', '나라하시 미키']",
무간도 2 - 혼돈의 시대,37487,"['액션', '스릴러', '범죄', '드라마']",['홍콩'],"['유위강', '맥조휘']","['황추생', '증지위']",
워낭소리,50869,"['다큐멘터리', '가족']",['한국'],['이충렬'],"['최원균', '이삼순', '최노인의 소']",
파이스토리 : 악당상어 소탕작전,100938,"['애니메이션', '모험']","['미국', '한국']","['마크 A.Z. 디페', '박태동']","['드레이크 벨', '앤디 딕']",
해가 서쪽에서 뜬다면,19479,"['드라마', '멜로/로맨스']",['한국'],['이은'],"['임창정', '고소영', '차승원']",
센스 앤 센서빌리티,17458,"['드라마', '멜로/로맨스']","['미국', '영국']",['이안'],"['엠마 톰슨', '케이트 윈슬렛', '에밀리 프랑수아']",
스노든,134887,"['드라마', '스릴러']","['독일', '미국']",['올리버 스톤'],"['조셉 고든 레빗', '쉐일린 우들리']",
고지전,74315,"['전쟁', '드라마']",['한국'],['장훈'],"['신하균', '고수', '이제훈']",
귀향,49302,"['드라마', '판타지']",['스페인'],['페드로 알모도바르'],"['페넬로페 크루즈', '카르멘 마우라']",
페르시아의 왕자: 시간의 모래,67374,"['액션', '모험', '판타지', '멜로/로맨스']",['미국'],['마이크 뉴웰'],"['제이크 질렌할', '젬마 아터튼', '벤 킹슬리']",
브리짓 존스의 일기,31565,"['드라마', '멜로/로맨스', '코미디']","['영국', '프랑스', '미국']",['샤론 맥과이어'],"['르네 젤위거', '콜린 퍼스', '휴 그랜트']",
버니드롭,86818,"['드라마', '코미디']",['일본'],['다나카 히로유키'],"['마츠야마 켄이치', '아시다 마나', '카리나']",
야수와 미녀,41350,"['멜로/로맨스', '코미디']",['한국'],['이계벽'],"['류승범', '신민아']",
딥 블루 씨,25676,"['공포', '스릴러', '액션', 'SF']",['미국'],['레니 할린'],"['세프론 버로우스', '토마스 제인', 'LL 쿨 J']",
웨딩 싱어,19059,"['코미디', '멜로/로맨스']",['미국'],['프랭크 코라치'],"['아담 샌들러', '드류 베리모어']",
내 생애 가장 아름다운 일주일,39818,"['드라마', '코미디', '멜로/로맨스']",['한국'],['민규동'],"['주현', '오미희', '천호진']",
가을의 전설,17173,['드라마'],['미국'],['에드워드 즈윅'],"['브래드 피트', '안소니 홉킨스', '에이단 퀸']",
보스 베이비,129094,"['애니메이션', '코미디', '가족']",['미국'],['톰 맥그라스'],['알렉 볼드윈'],
캡틴 아메리카: 시빌 워,122527,"['액션', 'SF', '스릴러']",['미국'],"['안소니 루소', '조 루소']","['크리스 에반스', '로버트 다우니 주니어', '스칼릿 조핸슨']",
동사서독,11722,"['드라마', '액션']","['홍콩', '대만']",['왕가위'],"['장국영', '양조위', '임청하']",
김광석,151674,['다큐멘터리'],['한국'],['이상호'],"['김광석', '이상호', '박학기']",
쿵푸 허슬,39576,"['코미디', '액션']",['중국'],['주성치'],['주성치'],
홀리데이,40678,"['범죄', '드라마']",['한국'],['양윤호'],"['이성재', '최민수']",
용의자 X의 헌신,51282,"['범죄', '드라마', '미스터리']",['일본'],['니시타니 히로시'],"['후쿠야마 마사하루', '츠츠미 신이치', '시바사키 코우']",
몬스터,38083,"['범죄', '드라마']","['미국', '독일']",['패티 젠킨스'],"['샤를리즈 테론', '크리스티나 리치']",
극장판 베르세르크: 황금 시대편Ⅲ - 강림,93774,"['애니메이션', '판타지', '액션']",['일본'],['쿠보오카 토시유키'],"['이와나가 히로아키', '사쿠라이 타카히로', '유키나리 토아']",
하늘이 보내준 딸,88783,['가족'],['인도'],['A.L. 비자이'],"['치얀 비크람', '사라 아준']",
콜레트,171533,['드라마'],"['영국', '미국', '헝가리']",['워시 웨스트모어랜드'],"['키이라 나이틀리', '도미닉 웨스트']",
키싱 부스 2,184520,"['코미디', '멜로/로맨스']","['영국', '미국']",['빈스 마르셀로'],"['조이 킹', '조엘 코트니', '제이콥 엘로디']",
건축학개론,88426,['멜로/로맨스'],['한국'],['이용주'],"['엄태웅', '한가인', '이제훈']",
리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,161374,"['애니메이션', '모험', '가족', '판타지', '뮤지컬']",['미국'],['제이미 밋첼'],"['아리엘 윈터', '아미 카레로', '제인 폰다']",
쿠르스크,151747,['드라마'],"['프랑스', '벨기에']",['토마스 빈터베르그'],"['마티아스 쇼에나에츠', '콜린 퍼스', '레아 세이두']",
"무현, 두 도시 이야기",152183,['다큐멘터리'],['한국'],['전인환'],"['노무현', '김원명', '김하연']",
래더 49,39473,"['액션', '드라마', '스릴러']",['미국'],['제이 러셀'],"['호아킨 피닉스', '존 트라볼타', '재신다 바렛']",
퓨리,107928,"['액션', '드라마', '전쟁']","['미국', '영국']",['데이비드 에이어'],"['브래드 피트', '로건 레먼', '샤이아 라보프']",
화이트 칙스,38898,"['코미디', '범죄']",['미국'],['키넌 아이버리 웨이언스'],"['숀 웨이언스', '마론 웨이언스', '제이미 킹']",
세븐,17062,"['범죄', '스릴러']",['미국'],['데이빗 핀처'],"['브래드 피트', '모건 프리먼']",
페인티드 베일,59344,"['멜로/로맨스', '드라마']","['중국', '미국', '캐나다']",['존 커랜'],"['나오미 왓츠', '에드워드 노튼']",
코알라 키드 : 영웅의 탄생,90388,['애니메이션'],"['한국', '미국']",['이경호'],"['태민', '써니', '윤다훈']",
판타스틱 Mr. 폭스,70393,"['애니메이션', '모험', '코미디', '가족']","['미국', '영국']",['웨스 앤더슨'],"['조지 클루니', '메릴 스트립', '제이슨 슈왈츠먼']",
썸머 워즈,69951,"['애니메이션', '판타지', '가족', '모험']",['일본'],['호소다 마모루'],"['카미키 류노스케', '사쿠라바 나나미']",
포 미니츠,61865,['드라마'],['독일'],['크리스 크라우스'],"['모니카 블리브트리우', '한나 헤르츠스프룽']",
투모로우,37758,"['액션', '드라마', 'SF', '스릴러']",['미국'],['롤랜드 에머리히'],"['데니스 퀘이드', '제이크 질렌할', '이안 홈']",
유주얼 서스펙트,17150,"['범죄', '스릴러', '미스터리']","['미국', '독일']",['브라이언 싱어'],"['스티븐 볼드윈', '가브리엘 번']",
조커,167613,"['스릴러', '드라마']",['미국'],['토드 필립스'],['호아킨 피닉스'],
잠수종과 나비,66795,['드라마'],"['프랑스', '미국']",['줄리안 슈나벨'],"['마티유 아말릭', '엠마누엘 자이그너', '마리 조지 크로즈']",
국가대표2,141824,['드라마'],['한국'],['김종현'],"['수애', '오달수', '오연서']",
디 아워스,31867,['드라마'],['미국'],['스티븐 달드리'],"['니콜 키드먼', '줄리안 무어', '메릴 스트립']",
줄리 & 줄리아,52425,['드라마'],['미국'],['노라 애프론'],"['메릴 스트립', '에이미 애덤스']",
미래를 걷는 소녀,47638,"['멜로/로맨스', '판타지']",['일본'],['코나카 카즈야'],"['카호', '사노 카즈마']",
소녀X소녀,65677,"['드라마', '코미디']",['한국'],['박동훈'],"['임성언', '곽지민']",
말리와 나,48310,"['코미디', '드라마', '가족']",['미국'],['데이빗 프랭클'],"['오웬 윌슨', '제니퍼 애니스톤']",
명탐정 코난:수평선상의 음모,40112,['애니메이션'],['일본'],['야마모토 야스이치로'],"['타카야마 미나미', '야마자키 와카나']",
업사이드,167053,"['코미디', '드라마']",['미국'],['닐 버거'],"['브라이언 크랜스톤', '케빈 하트', '니콜 키드먼']",
워크래프트: 전쟁의 서막,75006,"['액션', '모험', '판타지']",['미국'],['던칸 존스'],"['트래비스 핌멜', '벤 포스터', '폴라 패튼']",
늑대소년,88253,"['멜로/로맨스', '드라마', '판타지']",['한국'],['조성희'],"['송중기', '박보영']",
항거:유관순 이야기,182360,['드라마'],['한국'],['조민호'],"['고아성', '김새벽', '김예은']",
어린왕자,114265,"['애니메이션', '판타지']",['프랑스'],['마크 오스본'],"['제프 브리지스', '레이첼 맥아담스', '매켄지 포이']",
극장판 도라에몽: 진구의 마계 대모험 7인의 마법사,65842,"['모험', '판타지', '가족', '애니메이션']",['일본'],['테라모토 유키요'],"['미즈타 와사비', '오오하라 메구미']",
플로리다 프로젝트,164719,['드라마'],['미국'],['션 베이커'],"['윌렘 대포', '브루클린 프린스', '브리아 비나이트']",
송 포 유,98728,"['코미디', '드라마']",['영국'],['폴 앤드류 윌리엄스'],"['테렌스 스탬프', '바네사 레드그레이브', '젬마 아터튼']",
프란츠,149012,['드라마'],"['프랑스', '독일']",['프랑소와 오종'],"['피에르 니네이', '폴라 비어']",
걸어도 걸어도,50749,"['가족', '드라마']",['일본'],['고레에다 히로카즈'],"['키키 키린', '아베 히로시', '나츠카와 유이']",
매트릭스 3 - 레볼루션,12954,"['SF', '스릴러', '액션']",['미국'],"['릴리 워쇼스키', '라나 워쇼스키']","['키아누 리브스', '로렌스 피시번', '캐리 앤 모스']",
리틀 러너,41595,"['코미디', '드라마']",['캐나다'],['마이클 맥고완'],['애덤 버처'],
"지금, 이대로가 좋아요",69270,['드라마'],['한국'],['부지영'],"['공효진', '신민아']",
공주와 개구리,66437,"['애니메이션', '가족', '뮤지컬', '멜로/로맨스']",['미국'],"['론 클레멘츠', '존 머스커']","['아니카 노니 로즈', '브루노 캄포스', '키스 데이빗']",
브로크백 마운틴,43516,"['드라마', '멜로/로맨스']","['미국', '캐나다']",['이안'],"['제이크 질렌할', '히스 레저']",
프로포즈,54565,"['코미디', '멜로/로맨스']",['미국'],['앤 플레쳐'],"['산드라 블록', '라이언 레이놀즈']",
행복한 사전,102216,"['드라마', '코미디']",['일본'],['이시이 유야'],"['마츠다 류헤이', '미야자키 아오이', '오다기리 죠']",
스텝 업 2 - 더 스트리트,45253,"['드라마', '멜로/로맨스']",['미국'],['존 추'],"['브리아나 에비건', '로버트 호프먼', '애덤 G. 세바니']",
리플리,28792,"['범죄', '스릴러']",['미국'],['안소니 밍겔라'],"['맷 데이먼', '기네스 팰트로', '주드 로']",
69세,189373,['드라마'],['한국'],['임선애'],"['예수정', '기주봉', '김준경']",
괴물,39841,"['모험', '액션', '스릴러', '코미디', '드라마', 'SF', '판타지']",['한국'],['봉준호'],"['송강호', '변희봉', '박해일']",
범죄와의 전쟁 : 나쁜놈들 전성시대,82540,"['범죄', '드라마']",['한국'],['윤종빈'],"['최민식', '하정우']",
아포칼립토,51579,"['액션', '모험', '드라마']",['미국'],['멜 깁슨'],"['루디 영블러드', '모리스 버드옐로우헤드']",
언싱커블,72362,"['드라마', '스릴러']",['미국'],['그레고 조던'],"['사무엘 L. 잭슨', '캐리 앤 모스', '마이클 쉰']",
트로이,37742,"['액션', '드라마', '전쟁', '모험']",['미국'],['볼프강 페터젠'],"['브래드 피트', '에릭 바나', '올랜도 블룸']",
안경,69024,"['코미디', '드라마']",['일본'],['오기가미 나오코'],"['코바야시 사토미', '이치카와 미카코', '카세 료']",
토탈 이클립스,17498,['드라마'],"['영국', '프랑스']",['아그네츠카 홀란드'],"['레오나르도 디카프리오', '데이빗 듈리스', '로만느 보링거']",
어바웃 슈미트,35175,"['드라마', '코미디']",['미국'],['알렉산더 페인'],['잭 니콜슨'],
영원한 여름,63379,"['드라마', '멜로/로맨스']",['대만'],['레스티 첸'],"['장예가', '장효전', '양기']",
로드 오브 워,43502,"['범죄', '드라마', '스릴러', '액션']",['미국'],['앤드류 니콜'],['니콜라스 케이지'],
더 플랜,162471,['다큐멘터리'],['한국'],['최진성'],"['김어준', '김재광', '헨리 E. 브래디']",
베스트 오퍼,101248,"['범죄', '드라마', '멜로/로맨스']",['이탈리아'],['쥬세페 토르나토레'],"['제프리 러쉬', '짐 스터게스', '실비아 획스']",
안나,171465,"['액션', '스릴러']",['미국'],['뤽 베송'],"['사샤 루스', '킬리언 머피', '루크 에반스']",
페이스 오브 러브,100924,"['드라마', '멜로/로맨스']",['미국'],['아리 포신'],"['아네트 베닝', '에드 해리스', '로빈 윌리엄스']",
와니와 준하,31323,"['멜로/로맨스', '드라마']",['한국'],['김용균'],"['김희선', '주진모']",
그랑블루,11290,"['드라마', '멜로/로맨스']","['프랑스', '이탈리아']",['뤽 베송'],"['장 르노', '쟝 마르 바', '로잔나 아퀘트']",
꽃피는 봄이 오면,38378,"['멜로/로맨스', '드라마']",['한국'],['류장하'],['최민식'],
서유기 : 모험의 시작,103545,"['코미디', '판타지', '모험']",['중국'],"['주성치', '곽자건']","['서기', '문장', '황보']",
친구,30889,"['범죄', '액션', '드라마']",['한국'],['곽경택'],"['유오성', '장동건']",
우리들과 경찰아저씨의 700일 전쟁,50218,['코미디'],['일본'],['츠카모토 렌페이'],"['이치하라 하야토', '사사키 쿠라노스케', '아소 구미코']",
사랑은 너무 복잡해,51158,"['코미디', '멜로/로맨스']",['미국'],['낸시 마이어스'],"['메릴 스트립', '스티브 마틴', '알렉 볼드윈']",
빠삐용,154288,"['범죄', '드라마']",['미국'],['마이클 노어'],"['찰리 허냄', '라미 말렉']",
작전,50176,"['범죄', '스릴러', '코미디', '드라마']",['한국'],['이호재'],"['박용하', '김민정', '박희순']",
수상한 고객들,79439,"['코미디', '드라마']",['한국'],['조진모'],['류승범'],
레터스 투 줄리엣,61273,"['멜로/로맨스', '코미디']",['미국'],['게리 위닉'],"['아만다 사이프리드', '크리스토퍼 이건', '바네사 레드그레이브']",
쿵푸팬더3,97692,"['애니메이션', '액션', '모험', '코미디', '가족']","['미국', '중국']","['여인영', '알레산드로 칼로니']","['잭 블랙', '안젤리나 졸리', '더스틴 호프만']",
앤트맨과 와스프,144330,"['액션', '모험', 'SF']",['미국'],['페이튼 리드'],"['폴 러드', '에반젤린 릴리', '마이클 더글라스']",
날아라 허동구,61701,"['가족', '코미디', '드라마']",['한국'],['박규태'],"['정진영', '최우혁']",
주먹왕 랄프 2: 인터넷 속으로,152632,"['애니메이션', '모험', '코미디', '가족', 'SF']",['미국'],"['필 존스턴', '리치 무어']","['존 C. 라일리', '사라 실버맨', '제인 린치']",
해피 피트,62699,"['가족', '모험', '코미디', '뮤지컬', '애니메이션']","['오스트레일리아', '미국']",['조지 밀러'],"['로빈 윌리엄스', '휴 잭맨', '일라이저 우드']",
런던시계탑 밑에서 사랑을 찾을 확률,123268,"['코미디', '멜로/로맨스']","['영국', '프랑스']",['벤 팔머'],"['사이먼 페그', '레이크 벨']",
나니아 연대기 - 캐스피언 왕자,66143,"['판타지', '모험', '가족']","['영국', '미국']",['앤드류 애덤슨'],"['벤 반스', '조지 헨리', '스캔다 케인즈']",
엑소시스트,10065,['공포'],['미국'],['윌리엄 프리드킨'],"['엘렌 버스틴', '막스 폰 시도우', '린다 블레어']",
도쿄 타워,65290,['드라마'],['일본'],"['마츠오카 조지', '니시타니 히로시']","['오다기리 죠', '키키 키린']",
패션 오브 크라이스트,38197,['드라마'],['미국'],['멜 깁슨'],['제임스 카비젤'],
극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,156477,"['애니메이션', '코미디', 'SF', '가족']",['일본'],['하시모토 마사카즈'],"['박영남', '양정화']",
킹덤 오브 헤븐,38908,['액션'],['영국'],['리들리 스콧'],"['올랜도 블룸', '에바 그린', '리암 니슨']",
뽀로로 극장판 슈퍼썰매 대모험,101242,['애니메이션'],['한국'],['박영균'],"['이선', '이미자', '김환진']",
카트,118922,['드라마'],['한국'],['부지영'],"['염정아', '문정희', '김영애']",
라라랜드,134963,"['드라마', '뮤지컬', '멜로/로맨스']",['미국'],['데이미언 셔젤'],"['라이언 고슬링', '엠마 스톤']",
국화꽃 향기,35900,"['드라마', '멜로/로맨스']",['한국'],['이정욱'],"['장진영', '박해일']",
천국의 우편배달부,71901,"['판타지', '멜로/로맨스']",['한국'],['이형민'],"['김재중', '한효주']",
노스 컨츄리,39377,['드라마'],['미국'],['니키 카로'],"['샤를리즈 테론', '프란시스 맥도맨드']",
서극의 칼,18046,['액션'],['홍콩'],['서극'],"['조문탁', '웅흔흔', '상니']",
완벽한 타인,167638,"['드라마', '코미디']",['한국'],['이재규'],"['유해진', '조진웅', '이서진']",
플라이,11093,"['공포', 'SF', '드라마']",['미국'],['데이빗 크로넨버그'],"['제프 골드브럼', '지나 데이비스', '존 게츠']",
캐쉬백,63879,"['코미디', '드라마', '멜로/로맨스']",['영국'],['숀 엘리스'],"['숀 비거스탭', '에밀리아 폭스']",
캐롤,101962,"['드라마', '멜로/로맨스']","['영국', '미국', '프랑스']",['토드 헤인즈'],"['케이트 블란쳇', '루니 마라', '카일 챈들러']",
범죄의 여왕,139701,['스릴러'],['한국'],['이요섭'],"['박지영', '조복래']",
파닥파닥,92116,['애니메이션'],['한국'],['이대희'],"['시영준', '김현지', '안영미']",
명탐정 코난: 11번째 스트라이커,92412,['애니메이션'],['일본'],['시즈노 코분'],"['타카야마 미나미', '야마자키 와카나', '코야마 리키야']",
퐁네프의 연인들,11151,['멜로/로맨스'],['프랑스'],['레오 까락스'],"['줄리엣 비노쉬', '드니 라방', '클라우스-마이클 그러버']",
고양이의 보은,37073,"['애니메이션', '모험', '판타지', '가족']",['일본'],['모리타 히로유키'],"['이케와키 치즈루', '하카마다 요시히코']",
새미의 어드벤쳐 2,94506,"['애니메이션', '모험']",['벨기에'],['벤 스타센'],"['빌리 웅거', '팻 캐롤', '카를로스 맥쿨러스 2세']",
다우트,51689,"['드라마', '미스터리']",['미국'],['존 패트릭 샌리'],"['메릴 스트립', '필립 세이모어 호프만']",
런치박스,111527,"['드라마', '멜로/로맨스']","['인도', '프랑스', '독일']",['리테쉬 바트라'],"['이르판 칸', '님랏 카우르', '나와주딘 시디퀴']",
내가 고백을 하면,99355,"['드라마', '멜로/로맨스']",['한국'],['조성규'],"['김태우', '예지원']",
태풍이 지나가고,146548,['드라마'],['일본'],['고레에다 히로카즈'],"['아베 히로시', '키키 키린', '마키 요코']",
배드 지니어스,163386,['스릴러'],['태국'],['나타우트 폰피리야'],"['추티몬 추엥차로엔수키잉', '차논 산티네톤쿨', '에이샤 호수완']",
"안녕,헤이즐",118370,"['드라마', '멜로/로맨스']",['미국'],['조쉬 분'],"['쉐일린 우들리', '안셀 엘고트', '냇 울프']",
지구,44997,"['다큐멘터리', '가족', '모험']","['독일', '영국']","['알래스테어 포더길', '마크 린필드']",['패트릭 스튜어트'],
앤트맨,92064,"['액션', 'SF']","['미국', '영국']",['페이튼 리드'],"['폴 러드', '마이클 더글라스', '에반젤린 릴리']",
철도원,27255,"['드라마', '판타지']",['일본'],['후루하타 야스오'],"['다카쿠라 켄', '오타케 시노부', '히로스에 료코']",
드림 쏭,133447,"['애니메이션', '모험', '가족']",['미국'],['애쉬 브래넌'],"['엄상현', '이장원', '이현']",
서바이벌 패밀리,159645,['코미디'],['일본'],['야구치 시노부'],['코히나타 후미요'],
도화선,66598,['액션'],['홍콩'],['엽위신'],"['견자단', '예성', '고천락']",
오두막,125447,"['드라마', '판타지']",['미국'],['스튜어트 하젤딘'],"['샘 워싱턴', '옥타비아 스펜서', '라다 미첼']",
